127.0.0.1 - - [20/Jan/2023:20:50:30 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:09:26 +0530] "GET /online/27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:09:29 +0530] "GET /online/exam?sub=&Qno=&one=&two=&three=&four=&ans= HTTP/1.1" 200 18
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:09 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2305
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:10 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:10 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:10 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:10 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:16 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:33 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:33 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:34 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:34 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:36 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:36 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:43 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2315
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:45 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:45 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:45 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:47 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7396
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:47 +0530] "GET /online/asset/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:47 +0530] "GET /online/asset/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:47 +0530] "GET /online/asset/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:48 +0530] "GET /online/img/favicon.ico HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:52 +0530] "GET /online/insertsubject.jsp HTTP/1.1" 200 1367
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:10:53 +0530] "GET /online/8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:24 +0530] "GET /online/insertsubject.jsp HTTP/1.1" 200 1359
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:26 +0530] "GET /online/insertsubject.jsp HTTP/1.1" 200 1359
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:34 +0530] "GET /online/findsubject.jsp HTTP/1.1" 200 991
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:40 +0530] "GET /online/findsubject?sname=s002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:40 +0530] "GET /online/updatesubject.jsp HTTP/1.1" 200 1314
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:48 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2315
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:52 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2305
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:52 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:52 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [20/Jan/2023:21:11:52 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
